"Title";"User";"Description";"Views";"superuser"
"Which Ailment Is It ? - Health - Nairaland";"meekyusuf";"Good evening, brothers and sisters.What are the possible causes for the coming out of whitish fluid before/after urination. It has been a cause of concern for me lately. What are it remedy, being it synthetic/ herbal medicine. I appreciate your contributions in anticipation.";" 104 ";"meekyusuf"
"Lagos Seals Big Boss Supermarket Over Sale Of Expired Products - Health - Nairaland";"dipoolowoo";"By Dipo OlowookereA supermarket in Surulere, Lagos, Big Boss Supermarket, has been sealed by officials of the Lagos State Consumer Protection Agency (LASCOPA). The store was shut down by government last Friday for allegedly selling expired products to unsuspecting members of the public.A statement from the agency explained that it swung into action in a bid to ensure the safety of consumers from the purchase of unwholesome products and guarantee their satisfaction.According to the statement, the management of Big Boss Supermarket had continued to display and sell expired products to its customers contrary to the provisions of the Lagos State Consumer Protection Agency Law of 2014Section 4(a) of the Lagos State Consumer Protection Agency Law of 2014 empowers LASCOPA to protect consumers against the marketing of goods and services which are hazardous to the consuming public.The Chief Magistrate of the Consumer Court in Lagos Mrs Dani-Oni, issued an order in Suit No. MSC/154/19 for the seal up of the supermarket which was executed by officials of the agencyIt would be recalled that Monitoring Team of LASCOPA on a surveillance inspection visited the supermarket earlier in the year and discovered expired products on display in the shelf and issued a Compliance Notice to the supermarket.According to the agency, during a revisit, another set of expired products were found on the store and the Supermarket Manager allegedly called the bluff of the agency, saying they could do their worse.“The continuous display and sale of expired products by the supermarket necessitated the court action pursuant to the promotion of Section 4 of the Consumer Protection Law of Lagos State,” the statement said.LASCOPA, in the statement, reiterated its commitment to ensuring the safety of consumers from all forms of unwholesome products and charged consumable product producers and marketers to prioritize the interest of consumers.https://businesspost.ng/brands-products/lagos-seals-supermarket-over-sale-of-expired-products/";" 33636 ";"dipoolowoo"
"Top 5 Apps To Control Depression - Health - Nairaland";"Iruobean";"India is one of the world’s most deprived countries. More than 6.5% of the Indian population suffers from depression or other mental disorders, according to a study by WHO. Most people in India who are suffering from this problem are not even looking for proper treatment from psychiatrists and doctors because they are afraid of what other people will think about them. It is therefore important to take care of your mental health and receive proper treatment.Treatment has become easy in today’s modern world and there are several web-based apps that can help you improve your mental health. Hence in this article, we’ve compiled the Top 5 Apps that will help you to feel better. Without waiting further, let’s get started.1) WoebotWoebotWoebot is one of the most common and easy-to-use apps available out there, coming from the Woebot Labs building. Woebot is your own personal friend who listens to your complaints and understands them, knows your moods and helps you feel better.Use Cognitive Behavioral Therapy (CBT) techniques, it helps you to learn more about yourself with smart mood monitoring. The app was created after a lot of research and an initial analysis found that the people who used the app felt better than the one who didn’t.All your talks are privately held, and Woebot is like a friend who supports you without judging. So what do you expect?2) Depression CBT Self Help GuideDepression CBT Self Help GuideComing from Excel at Life’s house, this app helps you manage the stress that leads to depression. It comes with Clinical Depression and Cognitive Behavioral Therapy Reports, Relaxation Audios, Emotion Learning Audio to learn how to control soothing moods or feelings, and much more to help you feel better.This software is completely free, which means that without charging any charges, you can access the full content. The software can only be downloaded for Android Smartphones by clicking on the link below.3) MoodTools – Depression AidMoodTools – Depression AidMood Tools–Depression Aid is one of Play Store’s lesser-known apps, but it works incredibly well. The app includes six built-in tools to help you feel better.It has a data system that includes detailed information about Depression, its effects, causes, forms, and treatments. Besides this, it also has resources to help you move forward.It also contains videos grouped into three groups-Guided Meditations, Soothing Sounds, and TED Talks. MoodTools-Depression Aid can be downloaded from the link below.4) Wysa: stress, depression & anxiety therapy chatbotWysa: stress, depression & anxiety therapy chatbotComing from Touchkin’s house, Wysa is the next app on our list. This is an AI-based ChatBot, an anxiety helper, and a mood-boosting buddy who answers your questions and listens to all you’re saying.It uses techniques based on CBT, DBT, yoga and meditation to help you overcome depression, stress, anxiety, and other problems of mental health.The app is cost-free, but some in-app purchases are available. From the link below, you can download Wysa.5) TalkLifeTalkLifeTalkLife is an app that links you to people all over the world who want to listen to you and help you without any prejudice.You can sign up and add pictures to your profile, and you can also write your story to let people know you. You can download TalkLife free of charge from the link below.Source: https://www.silverfoxhealth.com/top-5-mental-health-apps-that-will-help-reduce-depression/";" 51 ";"Iruobean"
"Why India Is The Most Preferred Estination For Liver Transplants? - Health - Nairaland";"soliuwap";"The liver is one of the largest organs of the body that performs the function of removing toxins. Sometimes, the growth of malignant hepatic tumors in or on the liver that causes cancer. The point of concern with liver cancer is that it generally does not show visible symptoms until an advanced stage, decreasing the chances of survival. Hence, regular checkups and addressing the known symptoms immediately is one way to fight the disease.https://750gistmedia.com.ng/liver-transplant-in-india/";" 69 ";"soliuwap"
"How To Overcome Depression Permanently. - Health - Nairaland";"PastorDavidAwuj";"HOW TO OVERCOME DEPRESSION.The dictionary meaning of depression says it is a feeling of utter hopelessness.  despondency, self-disgust and loss of perspective!It is a mood swing into which a man is cast.Who is the author? - Satan, the enemy!Depression chokes the brain! It robs and blinds the mind.Luke  8:14 And that which fell among thorns are they, which, when they have heard, go forth, and are choked with cares and riches and pleasures of this life, and bring no fruit to perfection.2 Corinthians  4:4 In whom the god of this world hath blinded the minds of them which believe not, lest the light of the glorious gospel of Christ, who is the image of God, should shine unto them.It is a very destructive weapon of the enemy. It must be fought! It is a destroyer! It makes victims of men.It enters into the mind to block it from the light of the glorious gospel. It chokes the Word and makes the mind unproductive.When you are depressed, your access to God’s presence is blocked Psalms  100:4 Enter into his gates with thanksgiving, and into his courts with praise: be thankful unto him, and bless his name.Depression disconnects you from the Father. Depression destroys your harvest. If the devil can get you depressed any day, he has spoilt your day.Depression brings a man under a curse Deuteronomy  28:47 Because thou servedst not the LORD thy God with joyfulness, and with gladness of heart, for the abundance of all things;  28:48 Therefore shalt thou serve thine enemies which the LORD shall send against thee, in hunger, and in thirst, and in unclothedness, and in want of all things: and he shall put a yoke of iron upon thy neck, until he have destroyed thee.It is the worst enemy of your destiny.Depression retards your flight to your high places, as your joy is cut off.Habakkuk  3:17 Although the fig tree shall not blossom, neither shall fruit be in the vines; the labour of the olive shall fail, and the fields shall yield no meat; the flock shall be cut off from the fold, and there shall be no herd in the stalls:  3:18 Yet I will rejoice in the LORD, I will joy in the God of my salvation.  3:19 The LORD God is my strength, and he will make my feet like hinds' feet, and he will make me to walk upon mine high places. To the chief singer on my stringed instruments.Satan brings cares, worries and anxieties to keep you down, the Word of God becomes meaningless to you and consequently unimportant.Move away from any depressed person! He can depress your life! Depression can destroy your health Proverbs  17:22 A merry heart doeth good like a medicine: but a broken spirit drieth the bones.It is destructive to your health, which Satan wants destroyed.The moment you subscribe to depression, the things that should be working start failing. Whereas sins are forgivable, depression has to be treated, because it is a sin against oneself, not against God. So deal with it!Rejoice Evermore!Joy is the secret of our superiority over Satan. Depression makes victims of men, but joy makes champions of men.Philippians  4:4 Rejoice in the Lord alway: and again I say, Rejoice.Joy is a pace-setter in our Christian race. The more of it you have, the more victories you enjoy over Satan. The only medicine for depression is joy! Joy is the only way to ventilate your spirit. James  5:13 Is any among you afflicted? let him pray. Is any merry? let him sing psalms.When you’re depressed you have no contact with God’s presence. A ‘praisefull’ life is what is required to carry God’s presence. Without joy, you have no access to revelations.Isaiah  12:3 Therefore with joy shall ye draw water out of the wells of salvation.And without revelation, there’s no faith and without faith, there is no victory 1 John  5:4 For whatsoever is born of God overcometh the world: and this is the victory that overcometh the world, even our faith.Joy makes your day!Serve the Lord with joyfulness and gladness of heart and Satan will have no access to you. Satan is out to move you against God. Keep him off with joy - singing and making melody in your heart unto the Lord Ephesians  5:19 Speaking to yourselves in psalms and hymns and spiritual songs, singing and making melody in your heart to the Lord;Organise for joy and happiness Programme for it. Fill your house with music. Live in constant gratitude and thankfulness to God.To take God for granted is to be grounded! Let your heart dwell in a ceaseless flow of thanksgiving and appreciation unto God. To be ""praise-full"" is to be ""win-full"".There is nothing in this world that should be allowed to destroy your eternity. People who are cheaply moved never live to move their mountains.The level of joy you operate determines the level of exploits you enjoy. It makes you and God an informidable, invincible team, and establishes your triumph over Satan in any conflict of life.Heaviness is a spirit.Isaiah  61:3 To appoint unto them that mourn in Zion, to give unto them beauty for ashes, the oil of joy for mourning, the garment of praise for the spirit of heaviness; that they might be called trees of righteousness, the planting of the LORD, that he might be glorified.It is one of the key strategies of Satan to strip God’s people naked. Satan calculates heaviness for God’s people because he knows no one can stop the fiery acts of God when man is giving God quality praise. So fight heaviness!Every time you can’t find joy, the thief is at work. The devil comes to steal your joy so he can make a victim of you. But a ceaseless flow of joy will cause your spiritual life to blossom. Engage in this ""heavenly sense"" to be free from depression.Flee from covetousness! For a man’s life does not consist in the abundance of the things he has.Luke  12:15 And he said unto them, Take heed, and beware of covetousness: for a man's life consisteth not in the abundance of the things which he possesseth.Serving God is unprofitable when it’s not done joyfully and gladly. A joyful track in your walk with God is the anointing for harvest.Rejoice in the Lord always, not in the things you have! Until you count all things but dung, your joy in the Lord will not be genuine.It takes joy to operate in the excellent spirit that makes for distinction. It takes joy to create a future. You belong to the order of joy by creation.Galatians  5:22 But the fruit of the Spirit is love, joy, peace, longsuffering, gentleness, goodness, faith.So let the fruit flow!Friend, our minds play a very great part in what becomes of our lives and future. So bring your mind into subjection to the Word of God. Know also that as much as your mind is the battle-field, it is also the victory ground. It is where your destiny is determined.What you think makes your tomorrow. What you think determines the things you say and what you say is what shapes your life. God is listening to what is going on inside you more than what you are saying with your mouth.Guard your mind with all watchfulness.2 Corinthians  10:5 Casting down imaginations, and every high thing that exalteth itself against the knowledge of God, and bringing into captivity every thought to the obedience of Christ.God is still on the throne!Rejoice.Excerpts from, Satan get lost by David Oyedepo.";" 421 ";"PastorDavidAwuj"
"Powerful Home Remedies To Lighten Dark Underarm Permanently At Home - Health - Nairaland";"unknown";"Get rid of dark underarm naturally at home. Dark underarm can be because of shaving with razor. You can get rid of dark underarm at home using lemon and toothpaste. There is a way you will use them to work effectively.  https://www.youtube.com/watch?v=EDOka74gt14";" 54 ";"Nobody"
"3 Most Effective Home Remedies To Tighten Sagging Breasts Naturally At Home - Health - Nairaland";"unknown";"There are many effective home remedies to tighten sagging breasts at home. Thess home remedies are safe and less expensive. You can find them in your kitchen. Breast sagging can be caused due to many reasons. These reasons include aging, exercising too much, alcohol intake and breastfeeding. Tighten your sagging breast faster and naturally.  https://www.youtube.com/watch?v=6RE7DuJOnMU";" 84 ";"Nobody"
"Get rid of acne scars faster naturally using effective home remedies - Health - Nairaland";"unknown";"Everyone do face the problem of acne. It might be when we are undergoing puberty. Some acne due occur due to many reasons. Effective home remedies are available for removing acne, pimple and dark spots from pimples at home. You can remove them effectively without side effects.  https://www.youtube.com/watch?v=MAfaJzDn3iI";" 59 ";"Nobody"
"Customers’ Satisfaction, Target Of Ondo Govt Health Scheme – Commissioner - Health - Nairaland";"Ashleyeniwin";"Customers’ Satisfaction, target of Ondo Govt Health Scheme – CommissionerTowards achieving better customer satisfaction and qualitative service delivery, The Ondo State Government has scaled up the capacity of Medicine Handlers as the State Contributory Health Scheme is about to start.At the Train the Trainers programme which took place in Akure, the Commissioner for Health, Dr. Wahab Adegbenro said with the coming of the Contributory Health Scheme aimed at achieving universal health coverage, it is expected that there will be upsurge, in health facilities, hence the need to scale up the capacity of Health Workers for better service delivery.Dr Adegbenro said any error in the medical process which he described as a chain, could endanger the life of the patient, this ,he said the government is guarding against.The Health Commissioner added that customer satisfaction is the driving force of the Ondo State Contributory Health Scheme and that the government will do all humanly possible to ensure the state achieves Universal Health Coverage.The Executive Secretary Ondo State Primary Healthcare Development Agency, Dr Francis Akanbiemu opined that Medical Services is incomplete without essential Drug Management.Dr Akanbiemu disclosed that gaps were noticed in drug management, hence the need to bridge the gap by training the critical mass of professionals that will go back and train others.He added that the training was a followup to a training that was done across the state In July , as there need to train medicine handlers who will be going out to supervise and train others to ensure drug management is carried out as it should.In his Goodwill message, Mr Adebola Lawal who represented the State PSN Chairman opined that the role of drug administration in patient management cannot be over emphasised as any fault with prescription and handling, faults the entire medical process.Mr Lawal appealed to participants to listen attentively so that they can cascade the training correctly in the interest and betterment of patients.Also in his Goodwill message, the Programme Coordinator Nigeria State Health Investment Project (NSHIP), Dr. Paulinus Omode who also butressed the role of Pharmaceutical Services in Medical management, said there is need for training and retraining of Health Workers so they can be in tune with Global Best Practices in their various fields.He thanked the State Government for organising the training saying nothing is too much for the government to give safeguard to the health and lives of the peopleThe number one Pharmacist in the state and Director Pharmaceutical Services Ondo State Ministry of Health ,Pharm Olugbenga Lasekan appealed to participants to do their jobs with utmost caution because of the legal implication of what is prescribed and how is is dispensed.Pharm Lasekan informed them that the State Government has zero tolerance for expiries so they should manage effectively drugs in their custody and avoid waste of scarce resources.The Convener and Director Pharmaceutical Services Ondo State Primary Healthcare Development Agency, Dr Akindele Akinruntan said the training became necessary because in the cause of supervision, it was noticed that there are gaps in drug management in health facilities ,which if not quickly addressed, could endanger the lives and health of patients.Dr Akinruntan said some practices being carried out were not in terdem with mordern medical practices,thus participants were drawn from the 18 LGAs to be taught the right thing to be done per time.Some participants interviewed which include, the Director Nursing Services, Ondo State Primary Healthcare Development Agency, Mrs Adeyinka Kajero, Pharmacist Tope Olowolayemo,from Ese-odo and Pharmacist Technician Ola Oparinde from Ishua in Akoko East LGA, said the training is timely, a morale booster, continued training is the is the in thing as Health Workers must be up to date on Best Global Health Practices.They promised to scale it down correctly while pleading with the government to employ more pharmacists and other drug handlers.Source:https://citadelng.com.ng/2019/12/02/customers-satisfaction-target-of-ondo-government-health-scheme-commissioner/";" 41 ";"Ashleyeniwin"
"Delta First Lady Donates Medications To Nigerian Correctional Service - Health - Nairaland";"asabametro";"Committed to her passion of giving succour to the needy and less privilege in the society, Wife of Delta Governor, Dame Edith Okowa and Founder, O5 Initiative has donated another set of medications worth millions of naira to the State Command of the Nigerian Correctional Service (NCS). See full story here: https://www.asabametro.com/healthcare-dame-okowa-donates-medications-to-nigerian-correctional-service/";" 52 ";"asabametro"
"Who Hasn't Heard About Plant Stemcell Therapy - Health - Nairaland";"phytochocolate";"WHO HASN'T HEARD OF PLANT BASED STEM CELLS (DOUBLE STEM CELL ). A PRODUCT WHICH IS AHEAD OF ITS TIME, DOUBLE STEM CELL  FIGHTS & MANAGES MORE THAN 200 DISEASES��‍♀��‍♀!!!��The PHYTOSCIENCE  product Double stem cell is a plant-based food therapy. It's a product ahead of its time which uses stem cells to take care , prevent or even address a disease or a health condition e.g. Double stem cell can replace neurons damaged by the Spinal Cord Injury, Stroke, Alzheimer's Parkinson's disease or any other Neurological problems, Double stem cell can help to produce Insulin that fights and manages people with diabetes  etc,Double stem cell has conquered the most dangerous diseases in the medical conditions:�Cancers of all types �Kidney failures�Arthritis �Parkinson disease �Stroke�Goitre & Thyroid problems�Fibroids�Ageing�Diabetes�Burns�Blood pressure & High Cholesterol�Impotance�Brain damage�Gastrititis�Migraine�Sinus / Asthma / Pneumonia / TB�Infertility�Psoriasis / Dermatitis & Eczema�Improves Eye sight / Vision��‍♀And many more diseases that have seemed to not have been curable and not manageable.The advantage of using  Double stem cell therapy is:1) AS you fight one disease or medical condition with Double stem cell, you will be fighting all negative conditions in your body!! 2)YOU will also be looking younger and having a healthier skin, healthier bones. A refreshed body system3)YOU will also feel young and rejuvenated and have your mind and vision sharpened 4) Double stem cell is the best way of taking care and Fighting all Health Challenges the Natural way and it's really safe and affordable.Double stem cell  therapy�Restores�Rejuvenates�Replaces &�Replicateshuman body normal cells and increases the number of circulating Adult Stem cells in our body.That's why it is called a miraculous product. Inspired by Nature and Realized by Science Time for Health Restoration the Natural Way.Say no to OperationsSay no to AmputationsSay no to ChemotherapySay no to Kidney dialysisSay no to Insulin Injection WithDoubleStemcell �� Note* to those who are on medication, we don't stop our medication until the Doctor's confirmation, Double  is not a drug but a Stem cell nutrition, 100% Natural Organic,  with magnificent health benefits ! Call no +2347067665591";" 53 ";"phytochocolate"
"Hospitals Visits for abdominal pains. Advice Needed please - Health - Nairaland";"betterview3";"DISCLAIMER:( I am not asking for money please. Not here to scam anyone. Just need suggestions)In the past 3 years I have spent hundreds of thousands in hospitals trying to treat abdominal pains, burning stomach radiating to my groin and at times to my whole body.Symptoms do not respond to ppi, antacids, or any drug at all.Pains and burning sensations are there 24 hours, eating bland diets or even not eating at all does not give relief.I have done all routine tests. Yes all. I mean it.I even did 2 ultrasounds, endoscopy, and even CT scans.I have met many doctors and consultants at UNTH, ASUTH, ESUT (park lane) These are teaching hospitals. All tests are okay and doctors have dismissed me, saying my issue is psychological. But I am not okay. I know. I am in my mid 20s.Following my intuition last week, I did h pylori test and it was positive. (It used to be negative). I repeated it 3 days ago at different lab and it was also positive.NOW, h pylori can cause my symptoms, maybe it's my problem. I desire treating it in the most effective way and with the best drugs.I need suggestions from experts and experienced people here.I have suffered so much and lost many opportunities because of this.Please help.MODIFIED:Based on prescription, I treated h pylori using tinidazole, clarithromycin and lansoprazole for 7 days bdfollowed it with amoxil 1000g bd and lansaprazole for 5 days.UNFORTUNATELY, still feel worse.";" 1336 ";"betterview3"
"Best Sexologist In India - Health - Nairaland";"shivclinic";"This is a medical clinic where treatment for male as well as female sexual problems is given by drugs as well as counselling. Sexual issues in men and women is thanks to physical, psychological and relative causes.  Treating a sexual dysfunction is more than the drug treatment. Individual and couple counselling are the most important aspect of sex counselling. The sexual dysfunction is treated here in a most personalized way as every person is unique and his/her reasons of sexual problem can be different and hence every person is treated specially at this clinic.";" 69 ";"shivclinic"
"Bushmeat May Breed Deadly Bacteria - Health - Nairaland";"Haleplushearty";"People who eat wildebeests, wart hogs and other wild African animals may be at risk for contracting potentially life-threatening diseases, according to an international team of researchers. The team analyzed samples of bushmeat — meat derived from wildlife — in the Western Serengeti in Tanzania and identified several groups of bacteria, many of which contain the species that cause diseases such as anthrax, brucellosis and Q fever.“Many people in Sub-Saharan Africa regularly consume bushmeat, up to two-to-five times per week, which means that millions of people could be exposing themselves to these dangerous pathogens,...http://haleplushearty.org/2019/12/02/bushmeat-may-breed-deadly-bacteria/haleplushearty.org";" 87 ";"Haleplushearty"
"5 Ways To Enhance Your Memory - Health - Nairaland";"hbatagarawa";"“Right now,” said Steven Wright, “I’m having amnesia and deja vu at the same time. I think I’ve forgotten this before.” And while it’s true that youngsters do forget names, math facts, and when Dad said to be home, many folks 50 and older notice that their recall (what year did we go to California?) isn’t what it used to be.When you have such a senior moment, it’s just a stutter in what’s called episodic memory, and rarely is it long-lasting. But if you’re concerned about your recall, talk to your doc about stress, sleep problems, depression, thyroid disease, diabetes, vitamin B-12 deficiency, excess alcohol use, infections, and your medications. They’re all possible memory-busters. And try our unforgettable, brain-boosting tips!Walk fast for at least 30 minutes daily, heading for 10,000 steps a day. Any exercise, but especially aerobics that make you sweat, is the very best memory enhancer.Cut body-wide inflammation with omega-3 DHA from salmon or ocean trout; and take 900 mg of DHA from algal oil daily. Add in more omega-3s: walnuts, canola, and extra-virgin olive oil.Try the spice turmeric to reduce triglyceride levels, increase fat burning, and keep blood sugar steady. Dr. Mike carries packets of yellow mustard, full of turmeric, to add to snacks and meals.Take two baby aspirins daily (if your doc approves) with a half-glass of water before and after.Get romantic. The neurotransmitter dopamine helps control information flow and memory. Levels decrease with age, but zoom up with sexual activity.If you’ve hit mid-life, you’ve probably noticed signs of aging — wrinkles, thinning hair, and maybe a few extra pounds around your hips or belly.And while that creeping middle-aged weight gain may not be desirable . . .There’s one area of your body you should keep as plump and fat as possible — and that’s your brain. You see, your brain shrinks by about 5% per decade after you hit age 40.  Maybe that doesn’t sound like much to you, but listen . . Your brain contains about 86 billion nerve cells called neurons.Each piece of your brain the size of a speck of sand contains 100,000 neurons all trying to talk to each other through 1 billion connecting points called synapses.This allows over 100,000 chemical reactions to occur in your brain every second. Crucial chemicals called neurotransmitters move across connection points and release their contents into gaps between these synapses.And all these connections going on inside your brain are what allow you to create and retain memories, form ideas and thoughts, experience emotions, and even express your unique personality.Why You Want a Fat BrainYour brain only weighs about 3 pounds. Yet about 60% of your brain is fat. This makes your brain the fattest organ you have.  And this fat is essential for your brain to function.  For one thing, your brain requires fat for energy. Although your brain makes up only about 2% of your body weight, it uses a whopping 20% of the energy your body produces just to function normally.Fat is necessary to create brain cell membranes and produce neurotransmitters. Plus, it serves as the raw material to make hormones.And fat makes up about 60% to 80% of the myelin sheath, a protective covering around nerve axons. These axons represent the primary transmission lines of your nervous system.As you can see, the fat in your brain serves many vital functions.Shrinkage Matters to Your Memory — Especially if You’re a WomanTwo areas of your brain especially prone to age-related shrinkage are the hippocampus and the prefrontal cortex. These are important parts of the brain when it comes to memory, learning, and other complex mental activities.With aging, neurons themselves shrink in number and volume. The connections between nerve cells deteriorate and become less extensive. The level of neurotransmitters declines.And a shrinking brain is only one of the changes your brain faces as the years pass.  With aging, the brain undergoes a gradual reduction in blood flow.  Aging speeds up an imbalanced process of inflammation in the brain (as well as the entire body).  Free radicals in the brain and body accumulate at a faster rate with age. Free radicals are highly reactive molecules that can damage neurons and other cells throughout the body.Scientists have found that women suffer more age-related shrinkage in areas of the brain related to memory than men do. And while men are not exempt from those frustrating “senior moments,” their brain shrinkage tends to cause more changes in areas related to thinking and feeling.So what does all this mean?Well, by the time you hit mid-life, when it comes to brain health, you’re no longer on the offense.After 40, You Need to Play aYou may have noticed that you tend to forget where you put things — like your car keys. Or your phone. Or your glasses, even when they’re sitting on top of your head.  Or you might forget appointments or names of people you’ve just met.You might have more difficulty concentrating or focusing on tasks than you used to. Or perhaps you have a foggy brain feeling that keeps you from thinking clearly.  You see, aging is the single greatest risk factor for developing memory concerns.And over 60% of people middle-aged and older suffer some degree of memory impairment.  In fact, according to the National Institute on Aging, memory problems are one of the first warning signs of cognitive loss, which involves mental slowing and declining intellect.Fortunately, while you can’t stop the inevitable march of time . . .You can take some simple steps to combat brain shrinkage and other signs of aging that could impact your memory — and your quality of life.Dr. Mehmet Oz and Dr. Mike Roizen, Newsmax Healthhttp://www.mediaissuesng.com/health/5-ways-to-enhance-your-memory/";" 113 ";"hbatagarawa"
"Good News! Hemorrhoids Of Longer Years Can be Gotten rid of Naturally.. - Health - Nairaland";"jaregold";"Hemorrhoids are swollen and inflamed veins in the rectum or anus. They can develop inside the rectum (internal hemorrhoids) or under the skin around the anus (external hemorrhoids).   Swollen hemorrhoids are also known as piles and are of course the most common causes of rectal bleeding.  Internal hemorrhoids are far inside the rectum that you can't usually see or feel them, they don't generally hurt because you have few pain-sensing nerves there. Bleeding may be the only sign of them.   Internal haemorrhoids can be further graded according to whether they are in the anus or have fallen out (prolapsed).Grade I – Completely internal, do not fall out (no prolapse)Grade II – Fall out (prolapse) on straining but go back in by itself.Grade III – Fall out (prolapse) on straining and stay out, and only go back if pushed back.Grade IV – Fall out (prolapse), and will not push back in. May be very painful due to strangulation  External hemorrhoids are under the skin around the anus, where they are many more pain-sensing nerves, so they tend to hurt as well as bleed. Sometimes hemorrhoids prolapse or get bigger and bulge outside the anal sphincter that you may be able to see them as moist bumps that are pinker than the surrounding area. And they are more likely to hurt, often when you poop.  Prolapsed hemorrhoids usually go back inside on their own. Even if they don't, they can often be gently pushed back into the place.   According to American Society Of Colon And Rectal Surgeons, around 5% of people with hemorrhoids experience symptoms such as pains, discomfort and bleeding. Other symptoms may include;• swelling around the anus• one or more lumps near the anus which might be tender or painful.• bright red blood on your stools, toilet paper or in the toilet bowl.• pains during bowel movement• itching or irritation around the anal region, etc       Increase in pressure in the lower rectum could cause the blood vessels in the lower rectum to become swollen and inflamed.  The following factors can increase pressure within the lower rectum and hence may increase the risk of developing hemorrhoids:• straining during bowel movement• sitting for a long period of time on the toilet• chronic diarrhea or constipation• pregnancy• overweight• anal sex• eating low fiber diet, etc   About our pile Shrinker!• its purely herbal without side effects • Comes in different forms;  √ Liquid: to Shrink internal pile   √ powdery: to shrink external pile. This form is so potent that, it does the magic within a week. I volunteer to give it out without a dime just for the sake of doubts.   √ creamy: to prevent future recurrence.. The 3 forms work together to achieve a lasting remedy to pile of longer years. Its worthy of note that hemorrhoid regardless of it's severity is treatable without surgery only with HERBS! For enquiries, call/WhatsApp 08167786794.";" 1096 ";"jaregold"
"800 Women Die Everyday During Childbirth In Nigeria - Expert - Health - Nairaland";"frankiekinase";"A Consultant Obstetrician and Gynaecologist and the Coordinator of Society of Gynaecology and Obstetrics of Nigeria (SOGON), Cross River State branch, Prof. Mabel Ekott, has stated that eight hundred (800) women die every day during childbirth in Nigeria - with religion contributing its quota.Ekott who stated this in a workshop organised in Calabar on Wednesday, November 27, 2019, by SOGON with the theme 'Partnership with the Church for improved maternal newborn health', added that the death toll amasses to forty-seven thousand (47,000) every year. She said the workshop is meant to educate Church Leaders on the need of ensuring their pregnant women deliver in hospitals. ""The recent survey shows that 800 women die everyday and 47,000 die annually during child birth in Nigeria. Nigeria leads the world in maternal death with a total of 2.6 million. That's a lot and we are trying our best to ensure that number reduce drastically"", Ekott said.She said that Prayer Houses contribute the highest rate, adding that most of these deaths could be prevented if the women could get to the hospital and receive care from trained healthcare personnel (who are; Doctors and Nurse Midwest, CHEWS).Stressing on the partnership with religious leaders, Ekott said, ""We also know that religious leaders have a lot of influence on the congratulation and almost 80% of us go to church and listen to what the pastor say. We listen to their advise and wise counsel - so we felt it wise to bring the church leaders together from different churches in Calabar and present the date to them. Tell them the care a pregnant woman should receive, tell them the care a newborn baby should receive, tell them about where women lose their lives and that of their babies and ways to prevent them.""We want to collaborate with them, we want to forge a partnership so that they can track every woman (especially the pregnant ones) in their congregation. They should monitor and ensure that the woman gets to hospital and deliver safely and the baby is well cared for"".Speaking also, the Permanent Secretary, Cross River State Ministry of Health, Dr. Joseph Bassey, ably represented Dr. I. E. Esien, said SOGON is taking on a big responsibility in Cross River State which is well appreciated by the Government. ""When we go to church, we should respect the church protocols and when we come to the hospital, we should also respect the hospital's protocols. We appeal that we should corporate in the appropriate way to end maternal death"", he added.A renowned clergyman, Rev. (Dr.) Fubara Manuel of Revelation Ministries, Calabar, advised pastors and ministers that ""it is better to spend church money on our pregnant women than buying expensive caskets. ""Let us stop raring the dogs and forgetting to do the right thing. For caesarean section (C-S) that many forbids: is there anything wrong with opening up a woman? When you say thus saith the Lord and a woman dies, you are a fake pastor"", he added.SOURCE & FULL STORY AT: https://paradisenews.ng/45417/800-women-die-everyday-childbirth-nigeria-prof-ekottPlease, stop going to Prayer Houses, churches to deliver - go to the Hospital, for it is the best place to give birth.";" 202 ";"frankiekinase"
"Build Your Body  Metabolism With Aloe-vera Plus Herbal Tablet - Health - Nairaland";"salesmaraba";"Aloe-vera plus herbal tablet helps to build body metabolism, repairing the worn out tissues in the body, ensuring strong bones and nerves as well balance the hormones in the body. Good for people with Parkinson diseasekindly place an order call/chat 08100784750";" 65 ";"salesmaraba"
"I Need Answers ENT Doctors And Patient - Health - Nairaland";"BiggyB242";"Please has anyone here experienced vesticular labyrinthitis or miniere's disease? How did you cope with the vertigo.I have being to the hospital taken so many medications. Is over 3 months now. I need suggestion.";" 141 ";"BiggyB242"
